车牌	VIN	ICCID	最后通讯时间	最后有效里程	电压	最后有效总电压上传时间	最后经度	最后纬度
陕A2D0N5	LGHC4V1D8HE205465	89860117750004339496	20180712020620	12.0	538.5	20180523102703	108.80651	34.288913
川AD15837	LGHC4V1D5HE203785	89860117750004322823	20180712115942	3040.0	550.4	20180712115942	104.1777	31.119722
川AD12082	LGHC4V1D2HE203792	89860117750004321320	20180712115937	22221.0	565.6	20180712115937	104.025118	30.584788
川AD18616	LGHC4V1D2HE203808	89860117750004332871	20180712111726	15731.0	589.8	20180712111726	103.970338	30.558447
川AD17352	LGHC4V1D4HE203812	89860117750004321528	20180712111822	4594.0	539.6	20180712111822	103.516983	30.022023
川AD05357	LGHC4V1D6HE203813	89860117750004329570	20180712115944	18690.0	569.3	20180712115944	104.062023	30.659757
川AD12086	LGHC4V1DXHE203815	89860117795910148028	20180712115957	10115.0	576.6	20180712115957	104.17191	30.584807
川AD12035	LGHC4V1D3HE203817	89860117750004321288	20180712115931	13071.0	551.5	20180712115931	104.203185	31.021845
川AD12019	LGHC4V1D7HE203822	89860117750004333754	20180712075517	4329.0	566.5	20180712075517	103.449828	30.023717
川AD04858	LGHC4V1D1HE203749	89860117750004329315	20180712115959	3349.0	572.1	20180712115959	104.653522	31.467802
川AD18651	LGHC4V1D8HE203750	89860117750004334885	20180503183854	34.0	484.3	20180416154902	104.25101	30.743623
川AD04254	LGHC4V1DXHE203751	89860117750004323151	20180712115936	8099.0	569.7	20180712115936	103.711252	30.3457
川AD19881	LGHC4V1D0HE204312	89860117750004334489	20180712115002	18665.0	570.9	20180712115002	104.09715	30.669427
贵AD02030	LGHC4V1D7HE203755	89860117750004334596	20180712052007	99.0	565.8	20180706165620	106.585315	26.63134
贵AD02765	LGHC4V1D0HE203757	89860117750004329265	20180712095605	42.0	571.6	20180712095605	102.834612	24.941675
贵AD01011	LGHC4V1D2HE203758	89860117750004315579	20180712052440	286.0	566.5	20180706170100	106.585343	26.63154
贵AD00518	LGHC4V1D4HE203759	89860117750004319910	20180711224940	2652.0	608.5	20180711104730	106.547513	26.586598
辽B27CR5	LGHC4V1D8HE202923	89860117750004318276	20180712005453	43.0	567.8	20180615105827	121.571977	38.994475
云AD07977	LGHC4V1D5HE203320	89860117750004328234	20180712110154	892.0	540.2	20180706223812	102.820768	24.939943
云AD01505	LGHC4V1D7HE203321	89860117750004317773	20180712115952	990.0	0.0	20180712115952	103.431625	23.350055
云AD07999	LGHC4V1D9HE203322	89860117750004317021	20180712091209	6621.0	565.3	20180712091209	103.247603	23.692595
云AD05458	LGHC4V1D2HE203324	89860117750004317088	20180712084630	4113.0	589.3	20180712084630	102.767602	24.992783
云AD01551	LGHC4V1D9HE204132	89860117750004334745	20180712103819	2094.0	529.7	20180710223159	102.768503	24.99309
云AD04368	LGHC4V1D2HE204134	89860117750004334398	20180712110025	29065.0	584.5	20180712110025	103.274415	23.740138
云AD01935	LGHC4V1D3HE204157	89860117750004331584	20180712112941	412.0	511.6	20180712112941	101.574633	25.051242
云AD07998	LGHC4V1D0HE204164	89860117750004330610	20180712094636	189.0	518.1	20180712094636	102.828348	24.957595
云KY2345	LGHC4V1D1HE203301	89860117750004315736	20180712114002	9079.0	553.4	20180712114002	101.108047	22.73495
浙FV343M	LGHC4V1DXHE204270	89860117795950232385	20180527000413	40.0	564.8	20180526120202	120.708163	30.721422
浙FU022R	LGHC4V1D4HE204281	89860117750004332517	20180712070426	45.0	571.3	20180606162949	120.708315	30.721173
浙FT393A	LGHC4V1D6HE204282	89860117750004330297	20180712011718	53.0	571.8	20180601101949	120.7085	30.721248
陕A9D1Q7	LGHC4V1D1HE205467	89860117750004313335	20180712031037	11.0	538.0	20180523113408	108.806648	34.288993
陕A6D7U1	LGHC4V1D3HE205468	89860117750004327210	20180712095739	43.0	525.3	20180427162624	108.806688	34.289028
陕A8D7D1	LGHC4V1D5HE205469	89860117750004310612	20180712111206	10380.0	553.2	20180712111206	108.894747	34.29609
陕A7D9Y1	LGHC4V1D3HE205471	89860117750004338167	20180712111742	41.0	525.1	20180428175246	108.80687	34.288897
陕A4D7X2	LGHC4V1D5HE205472	89860117750004338928	20180712102732	31.0	527.6	20180428170044	108.806788	34.28882
陕A9D7L5	LGHC4V1D7HE205473	89860117750004339769	20180711110533	12.0	535.5	20180428174424	108.806915	34.28913
陕A2D5Y3	LGHC4V1D0HE205475	89860117750004313822	20180712060301	12243.0	589.6	20180712060301	109.141512	34.284662
川AD18569	LGHC4V1D2HE204313	89860117750004337813	20180712115957	21094.0	569.4	20180712115957	104.080935	30.684672
川AD19897	LGHC4V1D4HE204314	89860117750004331238	20180712111408	21456.0	565.5	20180712111408	104.014295	30.716612
川AD01052	LGHC4V1D6HE204315	89860117750004323789	20180712002535	13041.0	572.7	20180712002535	103.960448	30.551775
川AD14962	LGHC4V1D8HE204316	89860117750004334323	20180712101456	17542.0	572.0	20180712101456	104.072167	30.690627
川AD10714	LGHC4V1DXHE204317	89860117750004336385	20180712114126	17267.0	570.8	20180712114126	103.975753	30.60231
川AD19803	LGHC4V1D3HE204319	89860117750004331972	20180712115949	17210.0	566.0	20180712115949	104.066813	30.660498
川AD09878	LGHC4V1DXHE204320	89860117750004332566	20180712115932	17556.0	570.6	20180712115932	104.014338	30.65817
川AD08568	LGHC4V1D1HE204321	89860117750004333663	20180712111345	21354.0	571.0	20180712111345	103.961805	30.552597
川AD08569	LGHC4V1D7HE204324	89860117750004324886	20180712112907	21688.0	570.9	20180712112907	104.247262	30.572533
川AD08778	LGHC4V1D0HE204326	89860117750004322393	20180712111310	5021.0	569.3	20180712111310	104.031033	30.597607
粤AD12151	LGHC4V1D9HE203210	89860117795950228698	20180712114933	8263.0	563.8	20180712114933	113.297738	22.777405
辽B30AK7	LGHC4V1D3HE202926	89860117750004329190	20180712010949	39.0	560.4	20180615111320	121.571922	38.994468
辽B31EY9	LGHC4V1D7HE202928	89860117750004316049	20180712115612	2136.0	544.3	20180712115612	121.748212	39.186648
辽B71EU6	LGHC4V1D5HE202930	89860117750004325313	20180712011904	136.0	552.0	20180615112157	121.5718	38.994447
辽B11GZ3	LGHC4V1D8HE202937	89860117750004327095	20180712020405	41.0	567.6	20180615120739	121.571865	38.994455
辽B08JP0	LGHC4V1D1HE202939	89860117750004325172	20180712110931	6857.0	561.3	20180712110931	121.636445	38.981337
辽B06HT8	LGHC4V1D5HE202944	89860117750004329877	20180712012213	77.0	545.5	20180615112513	121.571828	38.994412
辽B71EU1	LGHC4V1D7HE202945	89860117750004329752	20180712093102	75.0	553.6	20180707090917	121.571905	38.994495
辽B20CP6	LGHC4V1D9HE202946	89860117750004315751	20180712003444	42.0	566.7	20180615103817	121.571873	38.994388
辽B07JS6	LGHC4V1D2HE202948	89860117750004317567	20180712020902	88.0	573.1	20180615121307	121.571955	38.994405
鲁BD01283	LGHC4V1D8HE203053	89860117750004329943	20180712115939	7083.0	542.3	20180712115939	120.35543	36.096922
鲁BD01068	LGHC4V1DXHE203054	89860117750004315389	20180712064439	15.0	564.7	20180628174605	120.381188	36.166535
鲁BD11208	LGHC4V1D3HE203056	89860117750004325412	20180712001638	15.0	573.3	20180705114831	120.381033	36.166502
鲁BD03758	LGHC4V1D6HE203066	89860117750004318888	20180712062409	13.0	554.8	20180628172420	120.381043	36.16655
鲁BD11238	LGHC4V1DXHE203068	89860117750004318680	20180712031152	1243.0	533.0	20180707145253	120.381145	36.16637
浙FV994W	LGHC4V1DXHE204284	89860117750004334463	20180712013823	60.0	571.4	20180601104202	120.70837	30.721397
浙FV759C	LGHC4V1D5HE204287	89860117750004330545	20180712061520	660.0	571.0	20180607154424	120.708293	30.721175
浙FX535T	LGHC4V1D9HE204289	89860117750004331261	20180712025621	40.0	565.3	20180627135304	120.708065	30.721413
浙FX997D	LGHC4V1D0HE204293	89860117750004333200	20180603125022	38.0	559.3	20180526121433	120.708087	30.721417
浙FW720X	LGHC4V1D8HE204297	89860117750004334497	20180712005745	60.0	569.0	20180619111917	120.70818	30.721293
浙FX801T	LGHC4V1D1HE204299	89860117750004331121	20180627135956	57.0	560.5	20180627135956	120.708098	30.721535
浙FW501R	LGHC4V1D4HE204300	89860117750004332699	20180712023658	82.0	570.8	20180601114101	120.708473	30.721253
浙FX802J	LGHC4V1DXHE204303	89860117750004332749	20180712060533	113.0	571.2	20180608153819	120.734387	30.742482
浙FX282M	LGHC4V1D1HE204304	89860117750004331444	20180712052404	80.0	571.5	20180608145654	120.70823	30.721165
陕A5D7W1	LGHC4V1D5HE203821	89860117750004324605	20180712115950	2768.0	538.6	20180712115950	108.813602	34.298945
陕A7D2W3	LGHC4V1D7HE203870	89860117750004320082	20180712042055	93.0	522.8	20180521123313	108.943015	34.136612
陕A3D0W5	LGHC4V1DXHE203958	89860117750004322971	20180712115946	4983.0	568.6	20180712115946	108.924687	34.364998
陕A2D9N1	LGHC4V1D2HE205476	89860117750004314275	20180712115911	11130.0	587.2	20180712115911	108.826313	34.321212
陕A6D1P7	LGHC4V1D4HE205477	89860117750004312741	20180712115948	10909.0	584.6	20180712115948	108.875878	34.31413
陕A1D7C5	LGHC4V1D6HE205478	89860117750004339645	20180712095818	23.0	0.0	20180427162904	108.806722	34.288743
陕A3D9Q0	LGHC4V1D8HE205479	89860117750004338811	20180712103556	56.0	570.5	20180427170649	108.806908	34.288923
陕A0D5K7	LGHC4V1D6HE205481	89860117750004313434	20180712005330	76.0	528.8	20180710124655	109.04359	34.280377
陕A0D5M1	LGHC4V1D8HE205482	89860117750004313889	20180429145337	75.0	0.0	20180422022034	108.933945	34.145335
陕A7D4P0	LGHC4V1DXHE205483	89860117750004312964	20180712115935	2616.0	566.8	20180712115935	108.930368	34.173567
陕A3D0X5	LGHC4V1D3HE205485	89860117750004314663	20180712103723	41.0	526.6	20180428171448	108.806818	34.288912
陕A3D1U7	LGHC4V1D5HE205486	89860117750004314713	20180712115940	15598.0	560.4	20180712115940	108.725767	34.335478
陕A7D1Z5	LGHC4V1D9HE205488	89860117750004338472	20180712102813	41.0	523.0	20180428170216	108.806815	34.289188
粤AD06723	LGHC4V1D4HE203843	89860117750004323888	20180712120000	21977.0	564.0	20180712120000	113.206948	22.921108
粤A7F0X1	LGHC4V1D6HE203844	89860117750004332905	20180712115950	16112.0	524.5	20180712115950	113.140967	23.25003
粤A5X2S1	LGHC4V1DXHE203846	89860117750004326204	20180712115131	18016.0	557.3	20180712115131	113.277547	23.239673
粤A2J3A7	LGHC4V1D1HE203847	89860117795950229787	20180712115934	21539.0	565.2	20180712115934	113.2293	23.174027
粤A6J9Z5	LGHC4V1D3HE203848	89860117750004328689	20180712092343	29133.0	580.6	20180712092343	113.169098	23.296872
粤A6D0N5	LGHC4V1D5HE203852	89860117750004320785	20180712115940	12970.0	544.8	20180712115940	113.161178	23.460337
粤A7S0K7	LGHC4V1D9HE203854	89860117750004322427	20180712013755	17476.0	586.0	20180712013755	113.276045	23.271113
粤A7W8V2	LGHC4V1D2HE203856	89860117750004320520	20180712002712	11954.0	549.1	20180712002712	113.294998	23.309528
粤AD11183	LGHC4V1D8HE203859	89860117750004324571	20180712044120	3392.0	548.4	20180619150202	112.590968	22.991853
粤AD10793	LGHC4V1D8HE203862	89860117750004320009	20180712115944	9247.0	573.8	20180712115944	113.13936	22.993578
粤AD19539	LGHC4V1D5HE203866	89860117750004324340	20180712115829	11082.0	522.3	20180712115829	113.210533	23.210255
粤AD00932	LGHC4V1D0HE203869	89860117750004332996	20180712115945	13215.0	552.8	20180712115945	113.320383	23.2063
晋K9156X	LJ2A4SBV2H4000011	89860117795950231908	20180712115938	32223.2	585.4	20180712115938	112.565635	37.848213
鲁BD10276	LGHC4V1D5HE203074	89860117750004326303	20180712002515	18.0	567.0	20180705115649	120.381157	36.166545
鲁BD01028	LGHC4V1D2HE203078	89860117750004318250	20180712110938	13.0	560.0	20180705103918	120.380802	36.166525
鲁BD04088	LGHC4V1D6HE203083	89860117750004317658	20180712050841	15.0	576.0	20180628161000	120.381015	36.166627
鲁BD19828	LGHC4V1D8HE203084	89860117750004315967	20180712103844	828.0	568.1	20180709102552	120.381023	36.166393
鲁BD01218	LGHC4V1D1HE203086	89860117750004318615	20180712020210	1249.0	535.3	20180705133343	120.381168	36.166437
鄂AD12695	LGHC4V1DXHE202809	89860117750004313285	20180712114631	801.0	567.0	20180712114631	114.395092	30.506082
鄂AD11788	LGHC4V1D1HE202827	89860117750004338654	20180712051959	96.0	583.1	20180620154652	114.509227	30.603542
鄂AD11978	LGHC4V1D5HE202829	89860117750004318524	20180712065511	63.0	516.7	20180607162502	114.50896	30.603103
鄂AD12519	LGHC4V1D1HE202830	89860117750004327236	20180712115020	1355.0	578.0	20180712115020	114.382057	30.614262
鄂AD11753	LGHC4V1D6HE202838	89860117750004316684	20180712064844	62.0	556.6	20180605160856	114.509665	30.603248
鄂AD12137	LGHC4V1D3HE203882	89860117750004322419	20180712102046	1545.0	527.3	20180712102046	114.393618	30.610288
鄂AD12693	LGHC4V1D5HE203883	89860117750004334703	20180712031148	58.0	517.8	20180711150942	114.508968	30.602947
鄂AD11950	LGHC4V1D9HE203885	89860117750004337771	20180712091942	549.0	528.5	20180712091942	114.423928	30.626885
鄂AD11717	LGHC4V1D0HE203886	89860117750004334869	20180712115939	969.0	576.0	20180712115939	114.342877	30.505203
陕A9D3M1	LGHC4V1D6HE203990	89860117795950238986	20180712115953	3852.0	576.1	20180712115953	108.897447	34.235318
陕A4D4B2	LGHC4V1D7HE204002	89860117750004323680	20180712115946	6114.0	523.8	20180712115946	108.96579	34.193358
陕A1D7V2	LGHC4V1DXHE204026	89860117750004334281	20180712103617	4781.0	583.3	20180711223409	108.999675	34.384958
陕A6D1W7	LGHC4V1D3HE204028	89860117750004337896	20180712042653	78.0	0.0	20180604134307	109.106005	34.397593
陕A0D4Y0	LGHC4V1D1HE204044	89860117750004334547	20180712003319	1653.0	516.8	20180711123112	108.994053	34.373545
陕A7D8G1	LGHC4V1D9HE204048	89860117750004334265	20180712115946	3430.0	572.9	20180712115946	108.879458	34.380238
陕A9D5R1	LGHC4V1D8HE204056	89860117750004337698	20180712115933	5221.0	548.4	20180712115933	108.932643	34.339082
陕A1D5V7	LGHC4V1D4HE204071	89860117750004324225	20180712105412	4453.0	590.1	20180712105412	108.958375	34.134773
陕A3D8H2	LGHC4V1D0HE204083	89860117750004333150	20180712115941	6951.0	566.9	20180712115941	108.842273	34.19474
陕A3D6C7	LGHC4V1D8HE204087	89860117750004322955	20180712002822	1321.0	530.5	20180622191454	108.994102	34.373478
陕A6D2W3	LGHC4V1D5HE204161	89860117795950234019	20180712054154	48.0	526.7	20180627163754	108.816375	34.289218
陕A5D2P7	LGHC4V1D3HE204191	89860117750004323433	20180712115847	10781.0	552.8	20180712115847	108.912412	34.251313
陕A2D6A7	LGHC4V1D0HE205489	89860117750004311834	20180712111509	12.0	528.0	20180428175216	108.806907	34.288962
陕A5D0B9	LGHC4V1D9HE205491	89860117750004338860	20180711231007	12.0	531.2	20180428174548	108.806935	34.28919
陕A2D0R7	LGHC4V1D0HE205492	89860117750004313111	20180712103849	48.0	578.5	20180427170603	108.806833	34.288765
陕A9D7L1	LGHC4V1D4HE205494	89860117750004315538	20180712062350	420.0	522.7	20180711182141	108.98731	34.168088
陕A6D3A7	LGHC4V1D6HE205495	89860117750004313228	20180712055029	41.0	522.8	20180703171252	108.806675	34.288528
陕A8D4F9	LGHC4V1D8HE205496	89860117750004325750	20180712115957	2278.0	573.8	20180712115957	108.647228	34.31244
陕A8D5F1	LGHC4V1D1HE205498	89860117750004311875	20180712100019	44.0	532.8	20180427163029	108.806683	34.289152
陕A5D7R0	LGHC4V1D3HE205499	89860117750004339819	20180712110913	12.0	536.6	20180428174507	108.806838	34.289215
陕A8D7C5	LGHC4V1D6HE205500	89860117750004313368	20180712102258	41.0	525.3	20180428165547	108.806688	34.289148
陕A4D8Z4	LGHC4V1D2HE205509	89860117750004310794	20180712111619	12.0	530.5	20180428175114	108.806933	34.288885
陕A6D3N7	LGHC4V1D9HE205510	89860117750004312170	20180712113948	41.0	525.9	20180428181231	108.806933	34.289088
陕A9D5V3	LGHC4V1D0HE205511	89860117750004314002	20180712102525	43.0	525.0	20180428170057	108.806793	34.288847
晋KA186X	LJ2A4SBV6H4000013	89860117795950231049	20180712115946	19138.1	586.7	20180712115946	112.577947	37.861412
晋KA198X	LJ2A4SBV8H4000014	89860117795950236386	20180712115950	33561.7	581.0	20180712115950	112.755683	37.670358
晋K9076X	LJ2A4SBVXH4000015	89860117795950232120	20180712115950	33645.7	585.6	20180712115950	112.565297	37.84937
晋KA103X	LJ2A4SBV1H4000016	89860117795950231957	20180712115937	35606.5	588.2	20180712115937	112.755647	37.67036
晋KA153X	LJ2A4SBV3H4000020	89860117795950231569	20180712115945	33967.5	585.0	20180712115945	112.722332	37.687988
晋KA121X	LJ2A4SBV7H4000022	89860117795950230884	20180712115948	21762.0	588.0	20180712115948	112.670798	37.737223
晋K7193X	LJ2A4SBV0H4000024	89860117795950231866	20180712115945	32002.3	588.2	20180712115945	112.755198	37.6707
鄂AD11983	LGHC4V1D2HE203887	89860117750004323664	20180712112110	57.0	520.0	20180704104635	114.508955	30.603095
鄂AD11980	LGHC4V1D4HE203888	89860117795950228979	20180712040650	65.0	541.5	20180619142841	114.509378	30.603335
鄂AD12526	LGHC4V1D6HE203889	89860117795950226528	20180712115956	8791.0	589.0	20180712115956	114.580845	30.74805
鄂AD12726	LGHC4V1D2HE203890	89860117750004324977	20180712005220	3673.0	512.6	20180630120241	114.509185	30.603568
鄂AD11982	LGHC4V1DXHE203894	89860117750004320694	20180711155735	58.0	525.1	20180703152242	114.508937	30.603262
鄂AD12583	LGHC4V1D1HE203895	89860117750004321510	20180712092622	57.0	519.6	20180615193027	114.508833	30.603108
鄂AD11720	LGHC4V1D3HE203896	89860117750004322351	20180712064724	64.0	534.3	20180607161615	114.509437	30.603087
鄂AD12671	LGHC4V1D9HE203899	89860117796000557094	20180607161419	56.0	518.7	20180607161419	114.50937	30.603238
鄂AD11571	LGHC4V1D1HE203900	89860117750004324951	20180712115953	7976.0	588.6	20180712115953	114.580857	30.746497
鄂AD12125	LGHC4V1D3HE203901	89860117750004322302	20180712044635	311.0	539.2	20180709163551	114.509243	30.602883
鄂AD11972	LGHC4V1D7HE203903	89860117750004320215	20180712041741	164.0	530.0	20180606134343	114.509518	30.603108
浙AM77N7	LGHC4V1D5HE203091	89860117750004327913	20180704090552	27.0	564.3	20180511171136	120.04585	30.314055
浙AN69R5	LGHC4V1D7HE203092	89860117750004325479	20180712081551	36.0	565.8	20180511154620	120.045818	30.314025
浙AM73F0	LGHC4V1D9HE203093	89860117750004315769	20180411035655	70.0	519.8	20180408154553	120.046008	30.313863
浙AM08A0	LGHC4V1D0HE203094	89860117750004317807	20180712024923	100.0	571.1	20180711144714	120.101197	30.362172
浙AJ69H9	LGHC4V1D2HE203095	89860117750004329737	20180712115957	9494.0	567.9	20180712115957	120.35473	30.316277
浙AL95W9	LGHC4V1D6HE203097	89860117750004325354	20180529061726	40.0	564.1	20180511170043	120.045595	30.313995
浙AJ07D9	LGHC4V1D8HE203098	89860117750004329653	20180712050535	34.0	565.1	20180513124510	120.045697	30.313858
浙AH29U0	LGHC4V1D2HE203100	89860117750004325818	20180712083232	131.0	568.8	20180620185859	120.045657	30.314427
浙AN92X1	LGHC4V1D8HE203103	89860117750004316833	20180712005617	76.0	532.5	20180613105237	120.046067	30.313963
浙AK19D8	LGHC4V1D3HE203106	89860117750004338597	20180712011952	32.0	563.2	20180710131311	120.045762	30.313832
浙AJ87V5	LGHC4V1D5HE203110	89860117795950226171	20180712081025	39.0	560.0	20180511154056	120.045773	30.314105
浙AM91J1	LGHC4V1D2HE203114	89860117750004317799	20180712070055	75.0	565.3	20180620172655	120.045617	30.314383
陕A4D7H6	LGHC4V1D4HE205513	89860117750004314424	20180712112013	43.0	526.5	20180428175238	108.806938	34.289095
陕A6D2G4	LGHC4V1D6HE205514	89860117750004310091	20180712114929	7849.0	549.8	20180712114929	108.466437	34.305498
陕A9D6G2	LGHC4V1D8HE205515	89860117750004314614	20180712091327	43.0	537.1	20180428153955	108.806763	34.28908
陕A1D6Y4	LGHC4V1D1HE205517	89860117795950236543	20180712085244	43.0	526.2	20180428152815	108.806772	34.289047
陕A3D9P5	LGHC4V1D3HE205518	89860117750004318110	20180712095803	35.0	529.0	20180427162605	108.806647	34.288962
陕A5D9H7	LGHC4V1D5HE205519	89860117750004314259	20180712100143	41.0	522.5	20180427163007	108.806653	34.28907
陕A7D2X7	LGHC4V1D3HE205521	89860117750004338951	20180625072024	42.0	521.6	20180427150408	108.806552	34.288982
陕A8D1P2	LGHC4V1D5HE205522	89860117750004339066	20180711203226	42.0	573.9	20180427150422	108.80647	34.288948
陕A0D3W7	LGHC4V1D7HE205523	89860117750004314176	20180712113733	15.0	529.3	20180428181033	108.80703	34.28867
陕A7D9Y3	LGHC4V1D0HE205525	89860117750004328200	20180712102202	40.0	552.8	20180428165529	108.806763	34.289078
陕A0D2G7	LGHC4V1D2HE205526	89860117750004339678	20180712095430	43.0	536.8	20180427162544	108.8066	34.288808
晋KA205X	LJ2A4SBV8H4000031	89860117795950231122	20180712115947	33215.5	589.3	20180712115947	112.62351	37.771988
晋KA106X	LJ2A4SBV1H4000033	89860117795950230983	20180712115933	33877.7	588.3	20180712115933	112.755052	37.670082
晋KA035X	LJ2A4SBV3H4000034	89860117795950230926	20180712115956	33608.6	588.2	20180712115956	112.57847	37.86123
晋KA166X	LJ2A4SBV5H4000035	89860117795950231874	20180712115937	30900.5	584.3	20180712115937	112.620738	37.773205
晋K8038X	LJ2A4SBV0H4000038	89860117795950237434	20180712115938	33671.1	586.4	20180712115938	112.590412	37.798143
晋KA168X	LJ2A4SBV2H4000039	89860117795950231916	20180712115942	32833.7	592.0	20180712115942	112.566883	37.836327
晋KA107X	LJ2A4SBV9H4000040	89860117795950232104	20180712115940	34572.3	587.6	20180712115940	112.755783	37.67044
晋KA126X	LJ2A4SBV6H4000044	89860117795950232138	20180712115949	31622.8	587.7	20180712115949	112.56668	37.856777
川AD08915	LGHC4V1DXHE202549	89860117796000557433	20180702172411	22777.0	577.2	20180702172411	104.159748	30.639647
川AD13927	LGHC4V1D6HE202550	89860117796000555767	20180712115950	20772.0	570.5	20180712115950	104.122107	30.602898
川AD13936	LGHC4V1D8HE202551	89860117796000555783	20180712020407	22175.0	623.0	20180712020407	104.159727	30.639687
川AD11650	LGHC4V1DXHE202552	89860117796000557474	20180712115951	18480.0	573.1	20180712115951	104.07644	30.660287
川AD54666	LGHC4V1D1HE202553	89860117796000557128	null	null	null	null	null	null
川AD00999	LGHC4V1D3HE202554	89860117796000557326	20180712115942	28964.0	545.8	20180712115942	103.943533	30.625352
陕A5D7S6	LGHC4V1DXHE202146	89860117796000437479	20180712115933	1094.0	572.2	20180712115933	109.0159	34.242383
陕A6D3F4	LGHC4V1D4HE205527	89860117750004316965	20180712095427	43.0	521.3	20180427162540	108.806618	34.288863
陕A3D9S2	LGHC4V1D6HE205528	89860117750004328762	20180712091411	50.0	571.7	20180428154854	108.806645	34.288738
陕A2D1X7	LGHC4V1D4HE205530	89860117750004338985	20180712102542	43.0	518.3	20180428170011	108.806882	34.288657
陕A1D9T5	LGHC4V1D6HE205531	89860117750004316692	20180712115945	15086.0	566.2	20180712115945	108.918765	34.252798
晋KP7339	LJ2A4SBV3H4000048	89860117795950231791	20180712115936	17991.7	599.9	20180712115936	112.757203	37.66991
晋KA031X	LJ2A4SBV1H4000050	89860117750004335056	20180712115931	17817.0	589.4	20180712115931	112.754878	37.670238
川R72292	LGKALXCT6HE610082	89860117795950085346	20180712115954	10334.0	558.6	20180712115954	106.088968	30.824308
川R71176	LGKALXCT8HE610083	89860117795950234134	20180712115726	12344.0	558.6	20180712095135	105.980013	30.77505
川R71126	LGKALXCTXHE610084	89860117795950227799	20180712115945	11802.0	563.0	20180712115945	105.979973	30.775105
川R72217	LGKALXCT6HE610079	89860117795950237079	20180712115951	14992.0	540.2	20180712115951	106.090115	30.802703
鄂AD13819	LGHC4V1D0HE203905	89860117795950228821	20180712042102	74.0	539.3	20180606134540	114.509515	30.60314
鄂AD11991	LGHC4V1D4HE203907	89860117795950226551	20180712041044	63.0	540.8	20180619143215	114.509343	30.60313
鄂AD11931	LGHC4V1D4HE203910	89860117795950227757	20180712033504	61.0	510.6	20180703145756	114.508883	30.603258
鄂AD11995	LGHC4V1D8HE203912	89860117750004334695	20180712035805	170.0	582.5	20180620142521	114.509355	30.603568
鄂AD12116	LGHC4V1D3HE203915	89860117796000678007	20180619143025	57.0	545.2	20180619143025	114.50923	30.603112
鄂AD12193	LGHC4V1D5HE203916	89860117750004334802	20180712034712	57.0	519.3	20180703151000	114.509012	30.603112
鄂AD11530	LGHC4V1D0HE204181	89860117750004331014	20180712053527	95.0	573.8	20180621160539	114.50937	30.603525
陕A2D0P5	LGHC4V1D5HE202779	89860117750004339603	20180712011044	73.0	541.8	20180711124416	108.994322	34.37349
陕A2D5Z7	LGHC4V1D3HE202795	89860117750004315686	20180712111210	161.0	555.7	20180711110812	109.059833	34.379037
浙AN11M1	LGHC4V1D6HE203116	89860117750004326931	20180710130259	77.0	553.0	20180710130259	120.045878	30.313953
浙AJ69B0	LGHC4V1DXHE203118	89860117750004327350	20180712081857	35.0	565.8	20180511155041	120.045812	30.313932
浙AM19N5	LGHC4V1D3HE203123	89860117750004328119	20180712050954	78.0	564.7	20180513124853	120.045715	30.313765
浙AJ01Q2	LGHC4V1D5HE203124	89860117750004326915	20180712065009	43.0	553.8	20180511142247	120.045913	30.313993
浙AL09F5	LGHC4V1D9HE203126	89860117750004327368	20180712065638	33.0	566.1	20180511142731	120.045907	30.314055
陕A0B7E6	LGHC4V1D4HE802063	89860117795950232484	20180712084731	669.0	596.6	20180712084731	108.224803	34.16338
鄂AD11795	LGHC4V1D4HE204183	89860117750004317294	20180712014442	60.0	519.8	20180628124532	114.509238	30.603435
鄂AD12628	LGHC4V1D6HE204184	89860117750004324282	20180712023309	56.0	522.0	20180625132127	114.508778	30.60323
鄂AD12657	LGHC4V1DXHE204186	89860117750004323060	20180712042216	68.0	548.7	20180710161614	114.509268	30.602903
鄂AD11590	LGHC4V1D5HE204189	89860117750004323946	20180712062838	60.0	574.6	20180625164020	114.509253	30.603337
鄂AD11935	LGHC4V1D1HE204190	89860117750004322559	20180712031548	58.0	552.1	20180706145202	114.509205	30.603137
鄂AD10730	LGHC4V1D5HE204192	89860117750004321700	20180712115908	9044.0	547.2	20180712115908	114.579407	30.745858
鄂AD11506	LGHC4V1D7HE204193	89860117750004322609	20180712000105	164.0	579.5	20180626105335	114.509425	30.603438
鄂AD12611	LGHC4V1D0HE204200	89860117795950237582	20180712014511	58.0	523.4	20180625123305	114.508823	30.603112
鄂AD11570	LGHC4V1D6HE204203	89860117750004336062	20180712061819	287.0	533.5	20180625170621	114.509348	30.603415
鄂AD11573	LGHC4V1D8HE204204	89860117750004320447	20180712020633	63.0	568.0	20180625125454	114.509217	30.602973
鄂AD12678	LGHC4V1D5HE204208	89860117750004323870	20180712101834	1377.0	536.0	20180712101834	114.39371	30.610302
鄂AD12597	LGHC4V1D2HE204215	89860117750004333812	20180712111954	4213.0	583.3	20180712111954	114.580785	30.747643
鄂AD12625	LGHC4V1D6HE204217	89860117750004333432	20180712060712	59.0	537.4	20180701051922	114.509443	30.603278
云AD08946	LGHC4V1D7HE203318	89860117750004317815	20180712111733	8700.0	560.5	20180712111733	103.361725	23.358607
浙AM30V3	LGHC4V1D4HE203129	89860117750004317179	20180613175833	45.0	564.6	20180513154306	120.045643	30.314018
